,행정구역,동,차명
26356,강서구,화곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26357,강서구,화곡동,아이오닉5 (IONIQ5)
26358,강서구,방화동,다니고밴
26359,강서구,화곡동,Model 3 Long Range
26360,강서구,화곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26361,강남구,역삼동,EV6
26362,강남구,역삼동,Model S 75D
26363,강남구,역삼동,Model S 90D
26364,강서구,화곡동,CHEVROLET BOLT EV
26365,강서구,화곡동,아이오닉 일렉트릭(IONIQ ELEC
26366,강남구,역삼동,아이오닉 일렉트릭(IONIQ ELEC
26367,강서구,화곡본동,아이오닉 일렉트릭(IONIQ ELEC
26368,강서구,화곡본동,EV6
26369,강서구,화곡본동,니로 EV
26370,강서구,화곡본동,E6
26371,강서구,염창동,Model 3 Long Range
26372,강서구,염창동,Model 3 Long Range
26373,강서구,염창동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26374,강서구,우장산동,EV6
26375,강서구,화곡본동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26376,관악구,낙성대동,Model Y Standard Range
26377,관악구,낙성대동,G80
26378,강남구,역삼동,Model S 75D
26379,강남구,역삼동,Model 3 Long Range
26380,강서구,우장산동,CHEVROLET BOLT EV
26381,강서구,우장산동,Model 3 Performance
26382,강서구,우장산동,Model 3 Long Range
26383,강남구,역삼동,BMW i3 94Ah
26384,강서구,우장산동,아이오닉5 (IONIQ5)
26385,관악구,난향동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26386,강남구,역삼동,아이오닉 일렉트릭(IONIQ ELEC
26387,강남구,역삼동,Model S 100D
26388,강남구,역삼동,Model 3 Performance
26389,강남구,역삼동,아이오닉5 (IONIQ5)
26390,강남구,역삼동,Model Y Long Range
26391,강남구,역삼동,Model S 90D
26392,강남구,역삼동,Model 3 Standard Range Plus 
26393,강남구,역삼동,Model S Long Range
26394,강서구,우장산동,e-tron Sportback 55 quattro
26395,강서구,우장산동,Model 3 Performance
26396,강서구,우장산동,Model Y Long Range
26397,강서구,우장산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26398,강서구,화곡동,아이오닉 일렉트릭(IONIQ ELEC
26399,관악구,남현동,코나 일렉트릭 (KONA ELECTRIC
26400,관악구,남현동,TWIZY
26401,강남구,역삼동,Model 3 Standard Range Plus 
26402,강남구,역삼동,Model 3 Performance
26403,관악구,대학동,아폴로(APOLLO)900전기버스
26404,관악구,대학동,아폴로(APOLLO)900전기버스
26405,관악구,대학동,아폴로(Apollo)1100전기버스
26406,관악구,대학동,아폴로(APOLLO)900전기버스
26407,강남구,역삼동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26408,강남구,역삼동,일진무시동전기냉동탑차
26409,강남구,역삼동,Model S 75D
26410,강남구,역삼동,Model 3 Long Range
26411,강남구,역삼동,Model 3 Long Range
26412,강서구,화곡동,니로 EV
26413,강서구,화곡동,봉고Ⅲ 1톤 EV
26414,강서구,화곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26415,강남구,역삼동,Model S 100D
26416,강남구,역삼동,아이오닉 일렉트릭(IONIQ ELEC
26417,동작구,상도동,코나 일렉트릭 (KONA ELECTRIC
26418,관악구,미성동,봉고Ⅲ 1톤 EV
26419,강남구,역삼동,Model 3 Long Range
26420,강남구,역삼동,아이오닉5(IONIQ5)
26421,강남구,역삼동,TWIZY
26422,강남구,역삼동,TWIZY
26423,강남구,역삼동,아이오닉5(IONIQ5)
26424,동작구,상도동,아이오닉5(IONIQ5)
26425,동작구,상도동,아이오닉5 (IONIQ5)
26426,동작구,상도동,e-tron Sportback 55 quattro
26427,강남구,역삼동,Model 3 Long Range
26428,강남구,역삼동,Model 3 Performance
26429,강남구,역삼동,CHEVROLET BOLT EV
26430,강남구,역삼동,Model 3 Long Range
26431,강남구,역삼동,TWIZY
26432,강남구,역삼동,TWIZY
26433,강남구,역삼동,아이오닉5 (IONIQ5)
26434,강남구,역삼동,Model X Performance
26435,동작구,상도동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26436,동작구,상도동,CHEVROLET BOLT EV
26437,강서구,화곡동,봉고Ⅲ 1톤 EV
26438,관악구,삼성동,봉고Ⅲ 1톤 EV
26439,관악구,서림동,레이 전기차
26440,관악구,서림동,Model 3 Standard Range Plus 
26441,관악구,서림동,아이오닉5 (IONIQ5)
26442,관악구,서원동,Model Y Performance
26443,강남구,역삼동,Model 3 Long Range
26444,동작구,상도동,Model Y Long Range
26445,동작구,상도동,Mercedes-Benz EQA250
26446,동작구,상도동,아이오닉5 (IONIQ5)
26447,강서구,화곡동,레이 전기차
26448,강서구,화곡동,Model 3 Long Range
26449,강서구,화곡동,코나 일렉트릭 (KONA ELECTRIC
26450,강서구,화곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26451,관악구,서원동,니로 EV
26452,강남구,일원동,CEVO-C
26453,강남구,일원동,Model 3 Long Range
26454,강남구,일원동,니로 EV
26455,강남구,일원동,코나 일렉트릭 (KONA ELECTRIC
26456,강서구,화곡동,아이오닉 일렉트릭(IONIQ ELEC
26457,강서구,화곡본동,아이오닉5 (IONIQ5)
26458,관악구,성현동,코나 일렉트릭 (KONA ELECTRIC
26459,관악구,성현동,코나 일렉트릭 (KONA ELECTRIC
26460,관악구,성현동,Model 3 Long Range
26461,강남구,일원동,아이오닉 일렉트릭(IONIQ ELEC
26462,강남구,일원동,Model 3 Long Range
26463,강남구,일원동,EV6
26464,강남구,일원동,Model 3 Long Range
26465,동작구,상도동,봉고Ⅲ 1톤 EV
26466,동작구,상도동,TWIZY
26467,동작구,상도동,코나 일렉트릭 (KONA ELECTRIC
26468,강서구,화곡본동,쏘울 EV
26469,강서구,화곡본동,EV6
26470,관악구,성현동,Model Y Performance
26471,관악구,성현동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26472,관악구,신림동,Peugeot e-2008 SUV
26473,관악구,신사동,Model 3 Long Range
26474,강남구,일원동,니로 EV
26475,강남구,일원동,코나 일렉트릭 (KONA ELECTRIC
26476,동작구,상도동,E-SKY 9
26477,동작구,신대방동,아이오닉5 (IONIQ5)
26478,강서구,화곡본동,봉고Ⅲ EV 파워게이트
26479,관악구,낙성대동,아이오닉5(IONIQ5)
26480,관악구,신사동,Model 3 Long Range
26481,관악구,신원동,TWIZY
26482,관악구,은천동,BMW i3
26483,동작구,신대방동,리프
26484,동작구,신대방동,봉고Ⅲ 1톤 EV
26485,동작구,신대방동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26486,동작구,신대방동,Model 3 Long Range
26487,관악구,난곡동,다니고밴
26488,관악구,은천동,Model 3 Long Range
26489,강남구,일원본동,LEAF
26490,강남구,일원본동,아이오닉5 (IONIQ5)
26491,강남구,일원본동,Model 3 Long Range
26492,강남구,청담동,BMW iX xDrive40
26493,동작구,신대방동,쏘울 EV
26494,동작구,신대방동,Model 3 Long Range
26495,관악구,난향동,봉고Ⅲ 1톤 EV
26496,관악구,은천동,아이오닉5 (IONIQ5)
26497,강남구,청담동,Model X Long Range
26498,강남구,청담동,Model Y Long Range
26499,동작구,흑석동,아이오닉5 (IONIQ5)
26500,관악구,남현동,EV6
26501,관악구,인헌동,아이오닉5(IONIQ5)
26502,관악구,인헌동,Model 3 Standard Range Plus 
26503,관악구,인헌동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26504,동작구,상도동,Model 3 Long Range
26505,동작구,흑석동,Mercedes-Benz EQA250
26506,동작구,흑석동,코나 일렉트릭 (KONA ELECTRIC
26507,관악구,대학동,코나 일렉트릭 (KONA ELECTRIC
26508,관악구,대학동,코나 일렉트릭 (KONA ELECTRIC
26509,관악구,대학동,e-tron Sportback 55 quattro
26510,관악구,대학동,BYD eBus-12
26511,관악구,대학동,아폴로(APOLLO)900전기버스
26512,관악구,대학동,아폴로(Apollo)1100전기버스
26513,관악구,대학동,아폴로(APOLLO)900전기버스
26514,관악구,조원동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26515,관악구,중앙동,CHEVROLET BOLT EV
26516,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
26517,강남구,청담동,Model 3 Long Range
26518,강남구,청담동,TWIZY
26519,강남구,청담동,Model S 90D
26520,강남구,청담동,CHEVROLET BOLT EV
26521,강남구,청담동,Model 3 Performance
26522,강동구,강일동,Model 3 Long Range
26523,강동구,강일동,CHEVROLET BOLT EV
26524,동작구,상도동,아이오닉5 (IONIQ5)
26525,동작구,상도동,아이오닉5(IONIQ5)
26526,동작구,흑석동,코나 일렉트릭 (KONA ELECTRIC
26527,마포구,공덕동,아이오닉5 (IONIQ5)
26528,관악구,미성동,벤츠 EQC 400 4MATIC
26529,관악구,청룡동,Model 3 Long Range
26530,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
26531,강동구,강일동,CEVO-C
26532,동작구,상도동,코나 일렉트릭 (KONA ELECTRIC
26533,동작구,상도동,GV60
26534,동작구,상도동,아이오닉 일렉트릭(IONIQ ELEC
26535,마포구,공덕동,Model 3 Long Range
26536,마포구,공덕동,아이오닉5 (IONIQ5)
26537,관악구,미성동,포터Ⅱ 일렉트릭 윙바디 (PORT
26538,관악구,청룡동,Model 3 Long Range
26539,관악구,청룡동,Model 3 Long Range
26540,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
26541,강동구,강일동,Mercedes-Benz EQA250
26542,동작구,상도동,Model Y Long Range
26543,동작구,상도동,아이오닉 일렉트릭(IONIQ ELEC
26544,마포구,공덕동,Model Y Long Range
26545,마포구,공덕동,아이오닉5 (IONIQ5)
26546,마포구,공덕동,코나 일렉트릭 (KONA ELECTRIC
26547,관악구,삼성동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26548,관악구,삼성동,일진무시동전기냉동탑차
26549,관악구,행운동,Model 3 Long Range
26550,강동구,강일동,코나 일렉트릭 (KONA ELECTRIC
26551,강동구,강일동,이-화이버드(eFIBIRD)
26552,강동구,강일동,일렉시티(ELEC CITY)
26553,강동구,강일동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26554,강동구,강일동,봉고Ⅲ 1톤 EV
26555,강동구,고덕동,코나 일렉트릭 (KONA ELECTRIC
26556,동작구,상도동,CHEVROLET BOLT EV
26557,동작구,상도동,니로 EV
26558,마포구,공덕동,봉고Ⅲ 1톤 EV
26559,마포구,대흥동,코나 일렉트릭 (KONA ELECTRIC
26560,마포구,대흥동,Model 3 Long Range
26561,마포구,대흥동,Model Y Long Range
26562,관악구,서림동,코나 일렉트릭 (KONA ELECTRIC
26563,관악구,행운동,Model 3 Standard Range Plus 
26564,관악구,행운동,Model 3 Long Range
26565,광진구,광장동,Model S 100D
26566,동작구,상도동,봉고Ⅲ 1톤 EV
26567,마포구,도화동,니로 EV
26568,마포구,도화동,Model 3 Standard Range Plus 
26569,관악구,서원동,Model 3 Long Range
26570,관악구,서원동,EV6
26571,강동구,고덕동,Model 3 Standard Range Plus 
26572,강동구,고덕동,Model Y Standard Range
26573,강동구,고덕동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26574,강동구,고덕동,Model 3 Performance
26575,동작구,상도동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26576,마포구,망원동,Model 3 Long Range
26577,강동구,고덕동,Model Y Long Range
26578,강동구,고덕동,아이오닉5 (IONIQ5)
26579,강동구,고덕동,Model Y Standard Range
26580,강동구,고덕동,Model 3 Long Range
26581,강동구,고덕동,Model 3 Long Range
26582,동작구,신대방동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26583,동작구,신대방동,봉고Ⅲ 1톤 EV
26584,동작구,신대방동,아이오닉 일렉트릭(IONIQ ELEC
26585,마포구,망원동,Model Y Long Range
26586,마포구,망원동,니로 EV
26587,마포구,망원동,일진무시동전기냉동탑차
26588,관악구,성현동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26589,관악구,신림동,Model Y Long Range
26590,관악구,신사동,BMW i3
26591,광진구,광장동,아이오닉5 (IONIQ5)
26592,광진구,광장동,SM3 Z.E.
26593,광진구,광장동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26594,강동구,고덕동,Model 3 Standard Range Plus 
26595,강동구,고덕동,아이오닉5 (IONIQ5)
26596,강동구,고덕동,아이오닉5 (IONIQ5)
26597,강동구,고덕동,Model Y Standard Range
26598,강동구,고덕동,Model Y Long Range
26599,강동구,고덕동,코나 일렉트릭 (KONA ELECTRIC
26600,강동구,고덕동,아이오닉5 (IONIQ5)
26601,강동구,길동,Model Y Standard Range
26602,동작구,신대방동,봉고Ⅲ 1톤 EV
26603,마포구,망원동,아이오닉 일렉트릭(IONIQ ELEC
26604,마포구,망원동,TWIZY
26605,마포구,망원동,봉고Ⅲ 1톤 EV
26606,광진구,구의동,코나 일렉트릭 (KONA ELECTRIC
26607,광진구,구의동,Model 3 Performance
26608,광진구,구의동,아이오닉5 (IONIQ5)
26609,광진구,구의동,코나 일렉트릭 (KONA ELECTRIC
26610,마포구,상암동,Model Y Long Range
26611,마포구,상암동,니로 EV
26612,관악구,은천동,SMART EV Z
26613,강동구,길동,CHEVROLET BOLT EV
26614,강동구,길동,Model Y Long Range
26615,강동구,길동,Model S 100D
26616,동작구,흑석동,코나 일렉트릭 (KONA ELECTRIC
26617,마포구,상암동,코나 일렉트릭 (KONA ELECTRIC
26618,마포구,상암동,Model Y Long Range
26619,마포구,상암동,코나 일렉트릭 (KONA ELECTRIC
26620,관악구,은천동,Model Y Long Range
26621,관악구,은천동,니로 EV
26622,관악구,인헌동,코나 일렉트릭 (KONA ELECTRIC
26623,관악구,인헌동,Model 3 Long Range
26624,광진구,구의동,니로 EV
26625,강동구,길동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26626,강동구,길동,코나 일렉트릭 (KONA ELECTRIC
26627,강동구,길동,니로 EV
26628,강동구,길동,아이오닉5 (IONIQ5)
26629,강동구,길동,코나 일렉트릭 (KONA ELECTRIC
26630,강동구,길동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26631,강동구,둔촌동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26632,마포구,공덕동,타이칸 (5인승)
26633,마포구,공덕동,아이오닉5 (IONIQ5)
26634,마포구,상암동,일렉시티(ELEC CITY)
26635,마포구,상암동,일렉시티(ELEC CITY)
26636,마포구,서강동,Peugeot e-2008 SUV
26637,마포구,서강동,TWIZY
26638,관악구,인헌동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26639,광진구,구의동,CHEVROLET BOLT EV
26640,마포구,서강동,TWIZY
26641,마포구,서강동,Model Y Standard Range
26642,마포구,서강동,Model 3 Long Range
26643,관악구,조원동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26644,관악구,중앙동,Model 3 Long Range
26645,관악구,중앙동,GV60
26646,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
26647,광진구,군자동,코나 일렉트릭 (KONA ELECTRIC
26648,광진구,군자동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26649,광진구,능동,Model 3 Long Range
26650,강동구,둔촌동,코나 일렉트릭 (KONA ELECTRIC
26651,마포구,공덕동,Model 3 Long Range
26652,마포구,공덕동,코나 일렉트릭 (KONA ELECTRIC
26653,마포구,공덕동,Model 3 Long Range
26654,마포구,공덕동,TWIZY
26655,마포구,공덕동,포터Ⅱ 일렉트릭 윙바디 (PORT
26656,마포구,서강동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26657,마포구,서교동,아이오닉 일렉트릭(IONIQ ELEC
26658,마포구,서교동,Model Y Long Range
26659,마포구,서교동,Model Y Long Range
26660,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
26661,관악구,청룡동,Model 3 Standard Range Plus 
26662,관악구,청룡동,코나 일렉트릭 (KONA ELECTRIC
26663,광진구,자양동,아이오닉5 (IONIQ5)
26664,강동구,명일동,GV60
26665,강동구,명일동,Model Y Standard Range
26666,강동구,명일동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26667,강동구,명일동,Model 3 Long Range
26668,마포구,대흥동,GV60
26669,마포구,도화동,Model 3 Performance
26670,마포구,서교동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26671,관악구,청룡동,Model 3 Standard Range Plus 
26672,관악구,청룡동,아이오닉 일렉트릭(IONIQ ELEC
26673,관악구,청룡동,일진무시동전기냉동탑차
26674,관악구,청림동,마이브 M1
26675,광진구,자양동,아이오닉 일렉트릭(IONIQ ELEC
26676,광진구,자양동,아이오닉 일렉트릭(IONIQ ELEC
26677,광진구,자양동,Model Y Standard Range
26678,광진구,자양동,Model 3 Long Range
26679,광진구,자양동,EV6
26680,강동구,명일동,EV6
26681,마포구,도화동,BMW i3
26682,마포구,도화동,니로 EV
26683,마포구,성산동,이텍진공식소형전기노면청소차
26684,관악구,행운동,Model 3 Standard Range Plus 
26685,광진구,자양동,Model 3 Long Range
26686,광진구,자양동,Model Y Long Range
26687,마포구,도화동,아이오닉5 (IONIQ5)
26688,마포구,망원동,CHEVROLET BOLT EV
26689,마포구,성산동,Model Y Standard Range
26690,마포구,성산동,Model 3 Long Range
26691,관악구,행운동,Model 3 Long Range
26692,광진구,광장동,GV60
26693,광진구,자양동,봉고Ⅲ EV 플러스내장차
26694,강동구,상일동,e-tron 55 quattro
26695,강동구,상일동,CHEVROLET BOLT EV
26696,마포구,망원동,니로 EV
26697,마포구,망원동,일진무시동전기냉동탑차
26698,마포구,망원동,Model 3 Long Range
26699,마포구,성산동,Model 3 Long Range
26700,마포구,성산동,코나 일렉트릭 (KONA ELECTRIC
26701,마포구,성산동,포트로-픽업(POTRO-PICK UP)
26702,광진구,광장동,Model 3 Long Range
26703,광진구,광장동,Model 3 Performance
26704,광진구,광장동,e-tron 55 quattro
26705,광진구,자양동,Model 3 Long Range
26706,광진구,자양동,Model 3 Long Range
26707,광진구,자양동,Model 3 Standard Range Plus 
26708,강동구,상일동,Model 3 Long Range
26709,강동구,상일동,Model 3 Long Range
26710,마포구,망원동,BMW i3
26711,마포구,망원동,GV60
26712,마포구,망원동,일진무시동전기냉동탑차
26713,마포구,상암동,BMW iX3 M Sport
26714,마포구,상암동,쏘울 전기차
26715,마포구,성산동,봉고Ⅲ 1톤 EV
26716,광진구,자양동,코나 일렉트릭 (KONA ELECTRIC
26717,광진구,자양동,TWIZY
26718,광진구,자양동,봉고Ⅲ 1톤 EV
26719,강동구,상일동,Model X Long Range
26720,마포구,상암동,아이오닉 일렉트릭(IONIQ ELEC
26721,마포구,신수동,Model Y Long Range
26722,마포구,아현동,Model X 100D
26723,광진구,광장동,아이오닉5 (IONIQ5)
26724,광진구,구의동,CHEVROLET BOLT EV
26725,광진구,중곡동,니로 EV
26726,강동구,상일제동,GV60
26727,강동구,상일제동,코나 일렉트릭 (KONA ELECTRIC
26728,강동구,상일제동,봉고Ⅲ 1톤 EV
26729,마포구,상암동,니로 EV
26730,마포구,상암동,GV60
26731,마포구,상암동,봉고Ⅲ 1톤 EV
26732,마포구,상암동,이-화이버드(eFIBIRD)
26733,마포구,상암동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26734,광진구,구의동,Model 3 Standard Range Plus 
26735,광진구,중곡동,아이오닉5 (IONIQ5)
26736,강동구,성내동,니로 EV
26737,강동구,성내동,아이오닉 일렉트릭(IONIQ ELEC
26738,마포구,서강동,Model 3 Long Range
26739,마포구,아현동,타이칸 (5인승)
26740,광진구,중곡동,CHEVROLET BOLT EV
26741,광진구,중곡동,봉고Ⅲ EV 내장차
26742,강동구,성내동,CHEVROLET BOLT EV
26743,강동구,성내동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26744,강동구,성내동,아이오닉 일렉트릭(IONIQ ELEC
26745,강동구,성내동,아이오닉 일렉트릭(IONIQ ELEC
26746,강동구,성내동,아이오닉 일렉트릭(IONIQ ELEC
26747,마포구,서강동,BMW i3 94Ah
26748,마포구,서강동,Model 3 Long Range
26749,마포구,서강동,Model Y Long Range
26750,마포구,서강동,코나 일렉트릭 (KONA ELECTRIC
26751,마포구,서강동,Model Y Long Range
26752,마포구,서교동,니로 EV
26753,마포구,아현동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26754,마포구,연남동,Model 3 Long Range
26755,마포구,염리동,TWIZY
26756,마포구,염리동,Model 3 Long Range
26757,광진구,구의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26758,광진구,화양동,Model 3 Long Range
26759,광진구,화양동,봉고Ⅲ 1톤 EV
26760,구로구,가리봉동,쏘울 전기차
26761,강동구,성내동,아이오닉 일렉트릭(IONIQ ELEC
26762,강동구,성내동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26763,강동구,성내동,SM3 Z.E.
26764,강동구,성내동,Model 3 Long Range
26765,마포구,서교동,니로 EV
26766,마포구,염리동,봉고Ⅲ 1톤 EV
26767,광진구,구의동,EV6
26768,광진구,구의동,Model 3 Long Range
26769,강동구,성내동,BMW iX3 M Sport
26770,강동구,성내동,LEAF
26771,강동구,성내동,코나 일렉트릭 (KONA ELECTRIC
26772,강동구,암사동,Model Y Long Range
26773,마포구,서교동,Model 3 Performance
26774,마포구,염리동,봉고Ⅲ 1톤 EV
26775,마포구,염리동,봉고Ⅲ 1톤 EV
26776,광진구,군자동,쏘울 EV
26777,광진구,군자동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26778,구로구,개봉동,봉고Ⅲ 1톤 EV
26779,구로구,개봉동,GREENWAY1100
26780,구로구,개봉동,HYPERS1611
26781,구로구,개봉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26782,강동구,암사동,Model 3 Long Range
26783,강동구,암사동,Model 3 Long Range
26784,강동구,암사동,코나 일렉트릭 (KONA ELECTRIC
26785,마포구,성산동,CHEVROLET BOLT EV
26786,마포구,성산동,일진무시동전기냉동탑차
26787,마포구,성산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26788,마포구,성산동,아이오닉 일렉트릭(IONIQ ELEC
26789,마포구,용강동,G80
26790,마포구,용강동,Model 3 Long Range
26791,광진구,능동,Model 3 Long Range
26792,광진구,자양동,아이오닉 일렉트릭(IONIQ ELEC
26793,강동구,암사동,아이오닉5 (IONIQ5)
26794,강동구,암사동,봉고Ⅲ 1톤 EV
26795,강동구,암사동,Model 3 Long Range
26796,마포구,성산동,Mercedes-Benz EQA250
26797,마포구,합정동,코나 일렉트릭 (KONA ELECTRIC
26798,마포구,합정동,GV60
26799,광진구,자양동,아이오닉 일렉트릭(IONIQ ELEC
26800,광진구,자양동,아이오닉 일렉트릭(IONIQ ELEC
26801,광진구,자양동,e-tron 55 quattro
26802,광진구,자양동,EV6
26803,광진구,자양동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26804,구로구,개봉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26805,구로구,개봉동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26806,마포구,성산동,CHEVROLET BOLT EV
26807,마포구,성산동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26808,마포구,합정동,CHEVROLET BOLT EV
26809,마포구,합정동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26810,마포구,합정동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26811,구로구,고척동,아이오닉5(IONIQ5)
26812,구로구,고척동,CHEVROLET BOLT EV
26813,구로구,고척동,EV6
26814,구로구,고척동,니로 EV
26815,구로구,고척동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26816,강동구,암사동,Model Y Performance
26817,강동구,암사동,Model 3 Standard Range Plus 
26818,강동구,암사동,Model X Long Range
26819,강동구,암사동,아이오닉5 (IONIQ5)
26820,강동구,암사동,Model 3 Long Range
26821,서대문구,남가좌동,Peugeot e-208
26822,서대문구,남가좌동,CHEVROLET BOLT EV
26823,광진구,자양동,Model 3 Performance
26824,구로구,고척동,EV6
26825,강동구,암사동,봉고Ⅲ 1톤 EV
26826,강동구,천호동,Model Y Long Range
26827,마포구,신수동,Model 3 Long Range
26828,마포구,신수동,Model 3 Long Range
26829,마포구,신수동,봉고Ⅲ 1톤 EV
26830,광진구,자양동,아이오닉5 (IONIQ5)
26831,광진구,자양동,아이오닉 일렉트릭(IONIQ ELEC
26832,광진구,자양동,Model 3 Long Range
26833,광진구,자양동,Model 3 Long Range
26834,광진구,자양동,아이오닉5(IONIQ5)
26835,구로구,구로동,Model 3 Standard Range Plus 
26836,구로구,구로동,아이오닉5 (IONIQ5)
26837,구로구,구로동,Model 3 Standard Range Plus 
26838,구로구,구로동,Model 3 Long Range
26839,구로구,구로동,Model 3 Long Range
26840,구로구,구로동,Model 3 Long Range
26841,구로구,구로동,Model 3 Standard Range Plus 
26842,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
26843,강동구,천호동,EV6
26844,강동구,천호동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
26845,강동구,천호동,봉고Ⅲ 1톤 EV
26846,강동구,천호동,CEVO-C
26847,마포구,아현동,Model 3 Performance
26848,서대문구,남가좌동,CHEVROLET BOLT EV
26849,광진구,자양동,코나 일렉트릭 (KONA ELECTRIC
26850,광진구,자양동,Model X Long Range
26851,구로구,구로동,Model 3 Long Range
26852,구로구,구로동,니로 EV
26853,구로구,구로동,Model 3 Long Range
26854,강동구,천호동,Model 3 Standard Range Plus 
26855,강동구,천호동,코나 일렉트릭 (KONA ELECTRIC
26856,마포구,아현동,Model 3 Performance
26857,마포구,아현동,봉고Ⅲ 1톤 EV
26858,서대문구,북가좌동,Model Y Long Range
26859,서대문구,북가좌동,Model 3 Long Range
26860,광진구,중곡동,봉고Ⅲ 1톤 EV
26861,구로구,구로동,코나 일렉트릭 (KONA ELECTRIC
26862,구로구,구로동,니로 EV
26863,구로구,구로동,Model 3 Standard Range Plus 
26864,구로구,구로동,니로 EV
26865,구로구,구로동,Model 3 Long Range
26866,구로구,구로동,아이오닉5 (IONIQ5)
26867,구로구,구로동,아이오닉5 (IONIQ5)
26868,구로구,구로동,아이오닉5 (IONIQ5)
26869,구로구,구로동,니로 EV
26870,구로구,구로동,Model 3 Long Range
26871,구로구,구로동,Model 3 Long Range
26872,마포구,연남동,코나 일렉트릭 (KONA ELECTRIC
26873,마포구,연남동,TWIZY
26874,마포구,염리동,EV6
26875,서대문구,북가좌동,Model 3 Long Range
26876,서대문구,북가좌동,아이오닉5 (IONIQ5)
26877,광진구,중곡동,Model 3 Long Range
26878,광진구,중곡동,CHEVROLET BOLT EV
26879,광진구,중곡동,SMART EV Z
26880,구로구,구로동,아이오닉5 (IONIQ5)
26881,구로구,구로동,아이오닉5 (IONIQ5)
26882,구로구,구로동,니로 EV
26883,구로구,구로동,니로 EV
26884,구로구,구로동,니로 EV
26885,구로구,구로동,니로 EV
26886,구로구,구로동,니로 EV
26887,구로구,구로동,니로 EV
26888,구로구,구로동,아이오닉5(IONIQ5)
26889,구로구,구로동,니로 EV
26890,구로구,구로동,EV6
26891,구로구,구로동,니로 EV
26892,구로구,구로동,니로 EV
26893,구로구,구로동,아이오닉5 (IONIQ5)
26894,구로구,구로동,EV6
26895,구로구,구로동,G80
26896,구로구,구로동,아이오닉5(IONIQ5)
26897,구로구,구로동,아이오닉5 (IONIQ5)
26898,구로구,구로동,아이오닉5 (IONIQ5)
26899,구로구,구로동,GV60
26900,강동구,천호동,Model Y Long Range
26901,강동구,천호동,봉고Ⅲ 1톤 EV
26902,강북구,미아동,CHEVROLET BOLT EV
26903,강북구,미아동,니로 EV
26904,마포구,염리동,봉고Ⅲ 1톤 EV
26905,마포구,염리동,봉고Ⅲ 1톤 EV
26906,마포구,염리동,봉고Ⅲ 1톤 EV
26907,서대문구,북가좌동,아이오닉5(IONIQ5)
26908,서대문구,북가좌동,다니고밴
26909,서대문구,북가좌동,BYD eBus-12
